模块,位置描述,涉及版本,zh-CN 简体中文（中国大陆）,zh-TW 繁体中文（中国台湾）,en-US 英文（美国）,vi-VN 越南语（越南）,ar-SA 阿拉伯语（沙特阿拉伯）,es-ES 西班牙语（西班牙）,pt-BR 葡萄牙语（巴西）,fr-FR 法语（法国）,ja-JP 日语（日本）,ko-KR 韩语（韩国）,ur-PK 乌尔都语（巴基斯坦）,id-ID 印尼语（印度尼西亚）,hi-IN 印地语（印度）,ru-RU 俄语（俄罗斯）,tr-TR 土耳其语（土耳其）,使用场景/注意事项
任务/积分/福利,活动中心 - 奖池周结算,,666U + 积分奖池 · 每周结算,666U + 積分獎池 · 每週結算,666U + Points Prize Pool · Weekly Settlement,Quỹ 666U + điểm · Tất toán hàng tuần,جائزة 666U + نقاط · تسوية أسبوعية,Bolsa 666U + puntos · Liquidación semanal,Bolsa 666U + pontos · Liquidação semanal,Cagnotte 666U + points · Règlement hebdomadaire,666U + ポイント賞池 · 週次精算,666U + 포인트 상금풀 · 주간 정산,666U + پوائنٹس انعامی پول · ہفتہ وار تصفیہ,Pool 666U + poin · Penyelesaian mingguan,666U + अंक पुरस्कार पूल · साप्ताहिक निपटान,Призовой фонд 666U + баллы · Еженедельный расчёт,666U + puan ödül havuzu · Haftalık mutabakat,展会嘉年华/活动中心文案，需与活动周期、状态标签及入口跳转一致
任务/积分/福利,活动中心 - 展会嘉年华,,展会嘉年华,展會嘉年華,Expo Carnival,Lễ hội Expo,كرنفال المعرض,Carnaval Expo,Carnaval Expo,Carnaval Expo,エキスポカーニバル,엑스포 카니발,ایکسپو کارنیول,Karnaval Expo,एक्सपो कार्निवल,Карнавал Expo,Expo Karnavalı,展会嘉年华/活动中心文案，需与活动周期、状态标签及入口跳转一致
任务/积分/福利,活动中心 - 展会开放说明,,展会期间持续开放。周赛按活动周期结算并发放奖励。,展會期間持續開放。週賽按活動週期結算並發放獎勵。,Open throughout the exhibition. Weekly contests are settled and rewarded per activity cycle.,Mở suốt thời gian triển lãm. Cuộc thi hàng tuần được tất toán và trao thưởng theo chu kỳ hoạt động.,مفتوح طوال فترة المعرض. تُسوّى المسابقات الأسبوعية وتُكافأ وفق دورة النشاط.,Abierto durante toda la exposición. Los concursos semanales se liquidan y recompensan por ciclo de actividad.,Aberto durante toda a exposição. Concursos semanais são liquidados e recompensados por ciclo de atividade.,Ouvert pendant toute l’exposition. Les concours hebdomadaires sont réglés et récompensés par cycle d’activité.,展示期間中は継続開放。週次コンテストは活動サイクルごとに精算・付与されます。,전시 기간 내내 개방됩니다. 주간 대회는 활동 주기별로 정산·지급됩니다.,نمائش کے دوران کھلا رہتا ہے۔ ہفتہ وار مقابلے سرگرمی سائیکل کے مطابق طے اور انعام دیے جاتے ہیں۔,Terbuka sepanjang pameran. Kontes mingguan diselesaikan dan diberi hadiah per siklus aktivitas.,प्रदर्शनी के दौरान खुला रहता है। साप्ताहिक प्रतियोगिताएँ गतिविधि चक्र के अनुसार निपटाई और पुरस्कृत होती हैं।,Открыто на протяжении всей выставки. Еженедельные конкурсы рассчитываются и вознаграждаются по циклу активности.,Fuar boyunca açık. Haftalık yarışmalar etkinlik döngüsüne göre sonuçlandırılır ve ödüllendirilir.,展会嘉年华/活动中心文案，需与活动周期、状态标签及入口跳转一致
任务/积分/福利,活动中心 - 展位信息,,亚洲国际博览馆 OnCoin 展位,亞洲國際博覽館 OnCoin 展位,"OnCoin Booth, AsiaWorld-Expo","Gian hàng OnCoin, AsiaWorld-Expo",جناح OnCoin، AsiaWorld-Expo,"Stand OnCoin, AsiaWorld-Expo","Estande OnCoin, AsiaWorld-Expo","Stand OnCoin, AsiaWorld-Expo",AsiaWorld-Expo OnCoin ブース,AsiaWorld-Expo OnCoin 부스,OnCoin بوتھ، AsiaWorld-Expo,"Booth OnCoin, AsiaWorld-Expo","OnCoin बूथ, AsiaWorld-Expo","Стенд OnCoin, AsiaWorld-Expo","OnCoin standı, AsiaWorld-Expo",展会嘉年华/活动中心文案，需与活动周期、状态标签及入口跳转一致
任务/积分/福利,活动中心 - 惊喜开奖,,惊喜开奖,驚喜開獎,Surprise Draw,Mở thưởng bất ngờ,سحب مفاجئ,Sorteo sorpresa,Sorteio surpresa,Tirage surprise,サプライズ抽選,서프라이즈 추첨,سرپرائز ڈرا,Undian kejutan,सरप्राइज़ ड्रॉ,Сюрприз-розыгрыш,Sürpriz çekiliş,展会嘉年华/活动中心文案，需与活动周期、状态标签及入口跳转一致
任务/积分/福利,活动中心 - 活动奖励,V1.6,活动奖励,活動獎勵,Event Rewards,Phần thưởng sự kiện,مكافآت الفعالية,Recompensas del evento,Recompensas do evento,Récompenses de l’événement,イベントリワード,이벤트 리워드,ایونٹ انعامات,Hadiah acara,इवेंट पुरस्कार,Награды события,Etkinlik ödülleri,展会嘉年华/活动中心文案，需与活动周期、状态标签及入口跳转一致｜V1.6 活动奖励入口
任务/积分/福利,活动中心 - 热门活动,,热门活动,熱門活動,Hot Events,Sự kiện nổi bật,الفعاليات الساخنة,Eventos populares,Eventos em alta,Événements populaires,人気イベント,인기 이벤트,ہاٹ ایونٹس,Acara populer,हॉट इवेंट्स,Популярные события,Popüler etkinlikler,展会嘉年华/活动中心文案，需与活动周期、状态标签及入口跳转一致
任务/积分/福利,活动中心 - 登记合作媒体,,登记・合作・媒体,登記・合作・媒體,Registration・Partnership・Media,Đăng ký・Hợp tác・Truyền thông,التسجيل・الشراكة・الإعلام,Registro・Colaboración・Medios,Cadastro・Parceria・Mídia,Inscription・Partenariat・Médias,登録・提携・メディア,등록・파트너십・미디어,رجسٹریشن・شراکت・میڈیا,Registrasi・Kemitraan・Media,पंजीकरण・साझेदारी・मीडिया,Регистрация・Партнёрство・СМИ,Kayıt・Ortaklık・Medya,展会嘉年华/活动中心文案，需与活动周期、状态标签及入口跳转一致
任务/积分/福利,活动中心 - 直播福袋说明,,直播间不定期惊喜赠礼，别错过！,直播間不定期驚喜贈禮，別錯過！,Random surprise giveaways in live stream. Don’t miss out!,Quà bất ngờ ngẫu nhiên trong live. Đừng bỏ lỡ!,هدايا مفاجئة عشوائية في البث المباشر. لا تفوّت الفرصة!,Regalos sorpresa aleatorios en el directo. ¡No te lo pierdas!,Brindes surpresa aleatórios na live. Não perca!,Cadeaux surprise aléatoires en live. Ne manquez pas ça !,ライブでランダムなサプライズ配布。お見逃しなく！,라이브에서 랜덤 서프라이즈 경품. 놓치지 마세요!,لائیو میں تصادفی سرپرائز تحائف۔ مت چھوڑیں!,Hadiah kejutan acak di live. Jangan lewatkan!,लाइव में रैंडम सरप्राइज़ गिवअवे। चूकें नहीं!,Случайные сюрприз-раздачи в эфире. Не пропустите!,Canlı yayında rastgele sürpriz hediyeler. Kaçırmayın!,展会嘉年华/活动中心文案，需与活动周期、状态标签及入口跳转一致
任务/积分/福利,活动中心 - 直播间福袋,,直播间福袋,直播間福袋,Live Gift Bag,Túi quà phòng live,حقيبة هدايا البث,Bolsa de regalos en vivo,Sacola de presentes ao vivo,Sac cadeau en live,ライブギフトバッグ,라이브 기프트백,لائیو گفٹ بیگ,Kantong hadiah live,लाइव गिफ्ट बैग,Подарочный мешок в эфире,Canlı hediye çantası,展会嘉年华/活动中心文案，需与活动周期、状态标签及入口跳转一致
任务/积分/福利,活动中心 - 福袋,,福袋,福袋,Gift Bag,Túi quà,حقيبة الهدايا,Bolsa de regalos,Sacola de presentes,Sac cadeau,ギフトバッグ,기프트백,گفٹ بیگ,Kantong hadiah,गिफ्ट बैग,Подарочный мешок,Hediye çantası,展会嘉年华/活动中心文案，需与活动周期、状态标签及入口跳转一致
任务/积分/福利,活动中心 - 积分预测,,积分预测,積分預測,Points Prediction,Dự đoán điểm,توقع النقاط,Predicción de puntos,Previsão de pontos,Prédiction de points,ポイント予測,포인트 예측,پوائنٹس پیش گوئی,Prediksi poin,अंक पूर्वानुमान,Прогноз баллов,Puan tahmini,展会嘉年华/活动中心文案，需与活动周期、状态标签及入口跳转一致
任务/积分/福利,活动中心 - 积分预测说明,,短时趣味预测小游戏。猜对赢积分,短時趣味預測小遊戲。猜對贏積分,Quick fun prediction games. Earn points for correct guesses,Trò chơi dự đoán vui ngắn. Đoán đúng nhận điểm,ألعاب توقع ممتعة وسريعة. اكسب نقاطًا عند التخمين الصحيح,Juegos de predicción rápidos y divertidos. Gana puntos acertando,Jogos de previsão rápidos e divertidos. Ganhe pontos ao acertar,Jeux de prédiction rapides et amusants. Gagnez des points en devinant juste,短時間の楽しい予測ゲーム。正解でポイント獲得,짧고 재미있는 예측 게임. 맞히면 포인트 획득,جلدی مزے دار پیش گوئی گیمز۔ درست اندازے پر پوائنٹس کمائیں,Game prediksi singkat & seru. Dapat poin jika tebakan benar,त्वरित मज़ेदार पूर्वानुमान गेम। सही अनुमान पर अंक पाएँ,Быстрые весёлые игры-прогнозы. Баллы за верные ответы,Hızlı eğlenceli tahmin oyunları. Doğru tahminlerde puan kazan,展会嘉年华/活动中心文案，需与活动周期、状态标签及入口跳转一致
任务/积分/福利,活动中心 - 立即参与,,立即参与 · 赢积分 & 现金,立即參與 · 贏積分 & 現金,Join Now · Earn Points & Cash,Tham gia ngay · Kiếm điểm & tiền mặt,انضم الآن · اكسب نقاطًا ونقدًا,Únete ahora · Gana puntos y efectivo,Participe agora · Ganhe pontos e dinheiro,Rejoignez maintenant · Gagnez points et cash,今すぐ参加 · ポイント＆現金を獲得,지금 참여 · 포인트 & 현금 획득,ابھی شامل ہوں · پوائنٹس اور نقد کمائیں,Gabung sekarang · Dapat poin & tunai,अभी शामिल हों · अंक और नकद कमाएँ,Присоединяйтесь · Баллы и кэш,Şimdi katıl · Puan ve nakit kazan,展会嘉年华/活动中心文案，需与活动周期、状态标签及入口跳转一致
任务/积分/福利,活动中心 - 邀请合格用户奖励,,每成功邀请 1 位合格用户得 100 积分,每成功邀請 1 位合格用戶得 100 積分,Earn 100 Points for Each Qualified User Referred,Mỗi người dùng đủ điều kiện được mời thành công nhận 100 điểm,اكسب 100 نقطة عن كل مستخدم مؤهل تتم دعوته,Gana 100 puntos por cada usuario cualificado referido,Ganhe 100 pontos por cada usuário qualificado indicado,Gagnez 100 points pour chaque utilisateur qualifié parrainé,合格ユーザー1人の招待成功で 100 ポイント,자격 사용자 1명 추천 성공 시 100포인트,ہر اہل صارف کی کامیاب ریفرل پر 100 پوائنٹس,Dapat 100 poin untuk setiap pengguna memenuhi syarat yang berhasil diundang,प्रत्येक योग्य उपयोगकर्ता रेफरल पर 100 अंक,100 баллов за каждого квалифицированного приглашённого пользователя,Her nitelikli davetli kullanıcı için 100 puan kazan,展会嘉年华/活动中心文案，需与活动周期、状态标签及入口跳转一致
